SITENAME|LNG|LAT|METHOD|MODEL|VARS|WEIGHTS|NDIVISIONS|DIRECTION|GROWINGSEASON|ROTATION|PERIOD|ZONES|RESOLUTION|SCENARIO|OUTFILE|THRESHOLD
GLOBAL_1445457899183|-70.313|-18.061|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445457899183/|0.0
GLOBAL_1445458020109|120.9183|15.0575|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[phl,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445458020109/|0.0
GLOBAL_1445461015557|-75.736|-14.135|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445461015557/|0.0
GLOBAL_1445461378159|-71.52|-35.419|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445461378159/|0.0
GLOBAL_1445468196852|-4.811|42.282|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445468196852/|0.0
GLOBAL_1445493374794|-6.664|39.033|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,global]|[30s,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445493374794/|0.0
IND_1445508690606|75.754|12.41|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|none|[2020_2049,1960_1990]|[ind,ind]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/IND_1445508690606/|0.0
IND_1445508807907|75.751|12.4|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[ind,ind]|[30s,30s]|[a1b,baseline]|/var/www/analogues/outputs/IND_1445508807907/|0.0
GLOBAL_1445519372394|-90.074|29.951|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[usa,global]|[2_5min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445519372394/|0.0
GLOBAL_1445531959564|-40.427|-9.307|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445531959564/|0.0
GLOBAL_1445532614686|-44.585|-9.02|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445532614686/|0.0
GLOBAL_1445537718164|173.744|-41.583|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445537718164/|0.0
GLOBAL_1445538058701|177.908|-38.482|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445538058701/|0.0
GLOBAL_1445538495917|175.146|-36.824|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445538495917/|0.0
GLOBAL_1445538804387|176.72|-39.636|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445538804387/|0.0
GLOBAL_1445539312229|176.811|-39.606|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445539312229/|0.0
GLOBAL_1445540169251|173.448|-41.598|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445540169251/|0.0
GLOBAL_1445541526260|-0.483|44.754|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445541526260/|0.0
GLOBAL_1445541646037|173.808|-41.502|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445541646037/|0.0
GLOBAL_1445542239975|27.818|-30.264|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445542239975/|0.0
COL_1445546409164|-75.699|4.806|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,col]|[30s,30s]|[a1b,a1b]|/var/www/analogues/outputs/COL_1445546409164/|0.0
GLOBAL_1445547322947|173.35|-41.199|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445547322947/|0.0
GLOBAL_1445555384506|175.452|-41.185|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445555384506/|0.0
GLOBAL_1445562214563|26.724|-30.704|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445562214563/|0.0
GLOBAL_1445563053275|23.428|-27.46|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445563053275/|0.0
GLOBAL_1445575332225|19.046|-34.257|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445575332225/|0.0
GLOBAL_1445575767894|-122.339|38.375|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445575767894/|0.0
GLOBAL_1445595873695|8.767|50.121|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445595873695/|0.0
GLOBAL_1445596123641|65.819|38.874|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445596123641/|0.0
GLOBAL_1445602530279|7.107|58.762|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[nor,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445602530279/|0.0
GLOBAL_1445602753309|10.747|59.918|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[nor,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445602753309/|0.0
GLOBAL_1445603278094|-3.696|42.342|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[esp,global]|[30s,2_5min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445603278094/|0.0
GLOBAL_1445615443248|27.751|-19.773|ccafs|[ensemble,current]|[tmean,prec]|[0.5,0.5]|[12,12]|backward|1:12|both|[2020_2049,1960_1990]|[global,global]|[10min,10min]|[a1b,baseline]|/var/www/analogues/outputs/GLOBAL_1445615443248/|0.0
GLOBAL_1445642894985|57.088|30.278|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445642894985/|0.0
GLOBAL_1445643806649|140.716|-34.252|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445643806649/|0.0
GLOBAL_1445645952563|143.561|-35.304|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445645952563/|0.0
GLOBAL_1445646281660|28.331|-31.062|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445646281660/|0.0
GLOBAL_1445646504591|29.496|-29.788|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445646504591/|0.0
GLOBAL_1445646629533|29.99|-26.51|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445646629533/|0.0
GLOBAL_1445646958101|150.591|-32.184|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445646958101/|0.0
GLOBAL_1445647162044|149.101|-33.275|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445647162044/|0.0
GLOBAL_1445647345533|152.325|-24.847|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445647345533/|0.0
GLOBAL_1445647687640|128.72|-15.831|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445647687640/|0.0
GLOBAL_1445647991850|145.893|-17.72|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445647991850/|0.0
GLOBAL_1445648126736|145.482|-17.298|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445648126736/|0.0
GLOBAL_1445648399190|113.705|-24.863|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445648399190/|0.0
GLOBAL_1445648750689|29.925|-23.078|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445648750689/|0.0
GLOBAL_1445649040766|27.859|-22.009|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445649040766/|0.0
GLOBAL_1445649197992|18.399|-24.342|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445649197992/|0.0
GLOBAL_1445649376696|17.106|-22.594|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445649376696/|0.0
GLOBAL_1445649634087|32.095|-23.901|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445649634087/|0.0
GLOBAL_1445650268630|17.916|-24.519|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445650268630/|0.0
GLOBAL_1445650631204|116.592|-31.915|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445650631204/|0.0
GLOBAL_1445651883691|14.93|-20.365|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445651883691/|0.0
GLOBAL_1445652531161|17.87|-21.43|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445652531161/|0.0
GLOBAL_1445703788848|16.666|-20.427|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445703788848/|0.0
GLOBAL_1445704889515|-76.401133|41.523953|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445704889515/|0.0
GLOBAL_1445705011286|12.958|-18.771|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445705011286/|0.0
GLOBAL_1445705171469|-76.401133|41.523953|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445705171469/|0.0
GLOBAL_1445707042184|-3.982|55.784|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445707042184/|0.0
GLOBAL_1445710546124|12.915|-18.803|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445710546124/|0.0
GLOBAL_1445711887408|27.957|-30.794|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445711887408/|0.0
GLOBAL_1445723526081|25.521|-33.505|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445723526081/|0.0
GLOBAL_1445723763618|27.806|-32.953|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445723763618/|0.0
GLOBAL_1445749761784|-99.23|19.34|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|both|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445749761784/|0.2
GLOBAL_1445796419816|27.419|-32.889|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445796419816/|0.0
GLOBAL_1445801142719|19.759|-17.916|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445801142719/|0.0
GLOBAL_1445801858478|27.673|-15.847|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445801858478/|0.0
GLOBAL_1445802036595|23.148|-15.284|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445802036595/|0.0
GLOBAL_1445802403077|26.403|-33.651|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445802403077/|0.0
GLOBAL_1445809953375|-94.834|38.411|ccafs|[current,current]|[tmean]|[1]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445809953375/|0.0
GLOBAL_1445810002117|-95.054|38.349|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445810002117/|0.0
GLOBAL_1445810677032|-94.8733|38.5736|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445810677032/|0.0
GLOBAL_1445812777292|17.915|-26.933|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445812777292/|0.0
GLOBAL_1445813300946|17.767|-26.671|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445813300946/|0.0
GLOBAL_1445813926515|29.871|-22.192|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445813926515/|0.0
GLOBAL_1445814234819|31.6|-27.371|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445814234819/|0.0
GLOBAL_1445814823675|31.438|-26.628|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445814823675/|0.0
GLOBAL_1445815428774|27.923|-29.366|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445815428774/|0.0
GLOBAL_1445818050432|15.244|-20.659|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445818050432/|0.0
GLOBAL_1445818243501|16.341|-21.173|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445818243501/|0.0
GLOBAL_1445818919062|16.264|-23.595|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445818919062/|0.0
GLOBAL_1445827473706|-97.372|40.238|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445827473706/|0.0
GLOBAL_1445827648387|138.941|-34.579|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445827648387/|0.0
GLOBAL_1445828205634|-97.406|40.218|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445828205634/|0.0
GLOBAL_1445828777843|149.101|-33.294|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445828777843/|0.0
GLOBAL_1445829521875|-74.859|4.392|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[col,global]|[30s,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445829521875/|0.0
GLOBAL_1445829592748|143.466|-37.108|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445829592748/|0.0
GLOBAL_1445829839612|25.648|-32.176|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445829839612/|0.0
GLOBAL_1445830222044|-84.419|39.035|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[usa,global]|[2_5min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445830222044/|0.0
GLOBAL_1445830305843|145.407|-37.649|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445830305843/|0.0
GLOBAL_1445831651981|144.725|-37.325|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445831651981/|0.0
GLOBAL_1445831805296|24.56|-32.259|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445831805296/|0.0
GLOBAL_1445861198589|-97.0|40.206|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445861198589/|0.0
GLOBAL_1445863526344|-55.643|-18.991|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445863526344/|0.0
GLOBAL_1445867748588|148.626|-33.801|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445867748588/|0.0
GLOBAL_1445868433447|143.582|-35.385|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445868433447/|0.0
GLOBAL_1445869412358|147.432|-42.805|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445869412358/|0.0
GLOBAL_1445873140860|137.555|-35.806|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445873140860/|0.0
GLOBAL_1445873498358|140.842|-37.283|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445873498358/|0.0
GLOBAL_1445873710781|-54.448|-13.454|ccafs|[ensemble,ensemble]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[2020_2049,2020_2049]|[global,global]|[10min,10min]|[a1b,a1b]|/var/www/analogues/outputs/GLOBAL_1445873710781/|0.0
GLOBAL_1445874171062|-76.400961|41.524596|ccafs|[current,current]|[tmean,prec]|[0.5,0.5]|[12,12]|none|1:12|none|[1960_1990,1960_1990]|[global,global]|[10min,10min]|[baseline,baseline]|/var/www/analogues/outputs/GLOBAL_1445874171062/|0.0
